id,category,category_name,type,name,avatar,badge,abstract,sale_status,rating,subject,program_tag,description,price_normal,price,status,pmo_id,tag,slug,linier,max_quota,current_quota,enrolled,creator
88,3,KARIERMU,1,#KamuSMK – Kawan Muda SMK,https://www.sekolah.mu/wp-content/uploads/2020/02/Desain-Bincang-Karier-V.2.png,https://www.sekolah.mu/wp-content/uploads/2020/02/Desain-Bincang-Karier-V.2.png,"Selamat datang di ruang komunikasi #KamuSMK! Di sini, kamu dapat bertemu dan membangun pertemanan dengan murid-murid SMK lainnya. Dengan bergabung di sini, kamu akan dapat kesempatan untuk bertukar ide dan informasi, bertukar gagasan dan kegiatan, juga inspirasi dan rencana aksi.
",,0.00,[],[],"
<p></p>



<p></p>



<p>Halo Kawan Muda SMK!</p>



<p>Selamat datang di ruang komunikasi #KamuSMK! Di sini, kamu dapat bertemu dan membangun pertemanan dengan murid-murid SMK lainnya. Dengan bergabung di sini, kamu akan dapat kesempatan untuk bertukar ide dan informasi, bertukar gagasan dan kegiatan, juga inspirasi dan rencana aksi.</p>



<p>Kamu SMK? Ayo bergabung!</p>
",0.00,0.00,True,,[],kamusmk-kawan-muda-smk,,0,0,False,
86,2,KELASMU,1,Pemetaan SMB,https://www.sekolah.mu/wp-content/uploads/2020/02/Badges-pemetaan-SMB-01.png,https://www.sekolah.mu/wp-content/uploads/2020/02/Badges-pemetaan-SMB-01.png,Pemetaan ini dilakukan dengan tujuan untuk mengidentifikasi kebutuhan dukungan yang kami berikan bagi Bapak/Ibu guru untuk meningkatkan kualitas pendidikan di sekolah.,,4.00,[],"[{'id': 2721, 'tag': 'Guru', 'title': 'Guru'}]","
<p>Sekolahmu bekerjasama dengan Kampus Guru Cikal menyelenggarakan pemetaan Sekolah Merdeka Belajar, Berkolaborasi dan Berkarya. Pemetaan ini dilakukan dengan tujuan untuk mengidentifikasi kebutuhan dukungan yang kami berikan bagi Bapak/Ibu guru untuk meningkatkan kualitas pendidikan di sekolah</p>
",0.00,0.00,True,,"[{'id': 34, 'tag': 'Guru', 'title': 'Guru'}]",kelasmu-pemetaan-smb,,0,0,False,
85,2,KELASMU,1,Prinsip CINTA – Keluarga Kita,https://www.sekolah.mu/wp-content/uploads/2020/02/Prinsip-Cinta.png,https://www.sekolah.mu/wp-content/uploads/2020/02/Prinsip-Cinta.png,"Program yang mengajak peserta mengenal prinsip pengasuhan yang memberikan kita panduan pemahaman dalam perjalanan panjang mengasuh anak.  
",,5.00,[],"[{'id': 2716, 'tag': 'Guru', 'title': 'Guru'}, {'id': 4455, 'tag': 'featured', 'title': 'featured'}]","
<figure class=""wp-block-embed-youtube wp-block-embed is-type-video is-provider-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
<div class=""post-media media-embed""><iframe title=""Keluarga Kita dan Program Rangkul"" width=""1170"" height=""658"" src=""https://www.youtube.com/embed/qeODm_GVa78?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe></div>
</div></figure>



<p>Tidak ada orangtua yang tidak mencintai anaknya. Tidak ada orangtua yang sempurna. Dari ketidaksempurnaan, sebagai orangtua kita berkomitmen menjadi pendamping anak dalam perjalanan belajarnya sejak lahir sampai menjadi dewasa agar anak-anak bahagia, mandiri, dan cerdas. </p>



<p>Program Prinsip Cinta adalah program yang mengajak para peserta untuk mengenal prinsip dasar pengasuhan yang memberikan kita panduan dan pemahaman dasar dalam perjalanan panjang mengasuh anak. &nbsp;Cinta yang bermakna, bukan sekadar cinta biasa, adalah modal utama kita.</p>



<h2>Deskripsi Program</h2>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><tbody><tr><td><strong>Peruntukan Program</strong></td><td>Orangtua<br>Masyarakat umum yang akan menjadi orangtua</td></tr><tr><td><strong>Prasyarat Mengikuti Kelas</strong></td><td>Tidak ada</td></tr><tr><td><strong>Durasi</strong></td><td>300 menit (5 jam)</td></tr></tbody></table></figure>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><tbody><tr><td><strong>Kompetensi</strong></td><td><strong>Tujuan Program</strong></td></tr><tr><td>Cerdas, Reflektif, Inovatif,  Berorientasi Tindakan</td><td>Memahami dan menerapkan prinsip CINTA dalam berbagai situasi yang dihadapi  </td></tr><tr><td>Cerdas, Reflektif, Inovatif, Berorientasi Tindakan</td><td>Memahami pentingnya CARI CARA </td></tr><tr><td>Reflektif, Cerdas, Berkomitmen</td><td>Memahami makna INGAT IMPIAN TINGGI</td></tr><tr><td>Cerdas, Reflektif, Berkomitmen</td><td>Memahami makna NERIMA TANPA DRAMA</td></tr><tr><td>Reflektif, Berkomitmen</td><td>Memahami makna TIDAK TAKUT SALAH</td></tr><tr><td>Cerdas, Reflektif, Berorientasi Tindakan</td><td>Memahami pentingnya ASYIK MAIN BERSAMA</td></tr></tbody></table></figure>



<p></p>
",0.00,0.00,True,,"[{'id': 33, 'tag': 'Guru', 'title': 'Guru'}]",kelasmu-prinsip-cinta-keluarga-kita,,0,0,False,
76,3,KARIERMU,1,Content Creator Muda – Inibudi (Batch 2),https://www.sekolah.mu/wp-content/uploads/2019/12/KARIRMOEE2-67.png,https://www.sekolah.mu/wp-content/uploads/2019/12/KARIRMOEE2-67.png,"Sudah saatnya kamu mulai mengoptimalkan penggunaan digitalmu, salah satunya dengan membuat konten yang bisa menginspirasi banyak orang. Program Content Creator Muda akan memberi tahu kamu tips-tips yang keren gimana caranya memproduksi konten digital menarik. Dibimbing langsung oleh tim <strong>Inibudi</strong>, yang sudah berpengalaman dalam membuat konten-konten belajar yang bermanfaat.
",,0.00,[],[],"
<p>Sudah saatnya kamu mulai mengoptimalkan penggunaan digitalmu, salah satunya dengan membuat konten yang bisa menginspirasi banyak orang. Program Content Creator Muda akan memberi tahu kamu tips-tips yang keren gimana caranya memproduksi konten digital menarik. Dibimbing langsung oleh tim <strong>Inibudi</strong>, yang sudah berpengalaman dalam membuat konten-konten belajar yang bermanfaat.</p>



<figure class=""wp-block-image size-large""><img src=""https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-1024x1024.png"" alt="""" class=""wp-image-35022"" srcset=""https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-1024x1024.png 1024w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-300x300.png 300w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-150x150.png 150w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-768x768.png 768w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-380x380.png 380w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-540x540.png 540w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-860x860.png 860w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-1170x1170.png 1170w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-100x100.png 100w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1-600x600.png 600w, https://www.sekolah.mu/wp-content/uploads/2019/12/logo-ini-budi-1.png 1181w"" sizes=""(max-width: 1024px) 100vw, 1024px"" /></figure>



<h2 class=""has-text-color"" style=""color:#1e73be"">Deskripsi Program</h2>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><tbody><tr><td><strong>Bidang Studi</strong></td><td>Teknologi, Kreatif, Komunikasi Visual</td></tr><tr><td><strong>Tingkatan Kelas</strong></td><td> SMA/MA (16-18 tahun) </td></tr><tr><td><strong>Durasi</strong></td><td>1 bulan</td></tr><tr><td><strong>SKS</strong></td><td>0.5</td></tr><tr><td><strong>Tanggal Mulai</strong></td><td>6 Februari 2020</td></tr></tbody></table></figure>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><thead><tr><th><strong>Kompetensi</strong></th><th class=""has-text-align-center"" data-align=""center""><strong>Tujuan Pembelajaran</strong></th></tr></thead><tbody><tr><td>Komunikatif</td><td class=""has-text-align-center"" data-align=""center"">Murid mampu membuat konten digital untuk menggugah masyarakat agar terlibat dalam suatu kampanye positif</td></tr><tr><td>Komunikatif</td><td class=""has-text-align-center"" data-align=""center"">Murid mampu menuangkan dan mengkomunikasikan gagasan dalam beragam bentuk multimedia </td></tr><tr><td>Inovatif</td><td class=""has-text-align-center"" data-align=""center"">Mendemonstrasikan kemampuan menggunakan beberapa alat bantu untuk menciptakan media komunikasi yang menarik dan inovatif </td></tr></tbody></table></figure>



<h2 class=""has-text-color"" style=""color:#1a78ae"">Jadwal Pertemuan Luring</h2>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><tbody><tr><td><strong>Kegiatan</strong></td><td><strong>Tanggal</strong></td><td><strong>Waktu</strong></td><td><strong>Lokasi</strong></td></tr><tr><td>Pembahasan Skrip</td><td>7 Februari 2020</td><td>10.00 &#8211; 15.00</td><td>SekolahmuHQ</td></tr><tr><td>Art Direction</td><td>10 Februari 2020</td><td>10.00 &#8211; 15.00</td><td>SekolahmuHQ</td></tr><tr><td>Shooting</td><td>11 Februari 2020</td><td>10.00 &#8211; 15.00</td><td>Studio Tepilayang</td></tr><tr><td>Editing</td><td>12 Februari 2020</td><td>10.00 &#8211; 15.00</td><td>SekolahmuHQ</td></tr><tr><td>Presentasi Konten</td><td>13 Februari 2020</td><td>10.00-14.00</td><td>SekolahmuHQ</td></tr></tbody></table></figure>



<h2 class=""has-text-color"" style=""color:#1e73be"">Tentang Inibudi</h2>



<p>Inibudi adalah inisiatif pendidikan yang membuat dan membagikan materi digital berupa video belajar berkualitas untuk mempercepat peningkatan mutu dan akses pendidikan di Indonesia.</p>



<p>Inibudi melibatkan partisipasi masyarakat melalui program #GuruBerbudi, #TemanBelajar, dan #DukungBelajar. Didirikan pada 2013, semua video Inibudi dirancang oleh guru dan orang-orang yang kompeten di bidangnya, yang disesuaikan dengan tujuan dan materi kurikulum nasional.</p>



<h2 class=""has-text-color"" style=""color:#0b709c"">Lokasi Inibudi</h2>


<p><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d126890.13677576926!2d106.67398384650181!3d-6.353021377685421!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e69f10a90d3da91%3A0x9a3c5e5bb13def12!2sSekolahmu!5e0!3m2!1sen!2sid!4v1580698315252!5m2!1sen!2sid"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen=""""></iframe></p>


<p><iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3966.000884016328!2d106.80643841434093!3d-6.263612163063885!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e69f1f9ba652bf7%3A0x2a82caf27991f8ab!2sStudio%20Tepilayang!5e0!3m2!1sen!2sid!4v1581044696122!5m2!1sen!2sid"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen=""""></iframe></p>
",0.00,0.00,True,,[],kariermu-content-creator-muda-inibudi-batch-2,,0,0,False,
74,2,KELASMU,1,Menjadi Guru Merdeka Berkarya Bersama Sekolahmu,https://www.sekolah.mu/wp-content/uploads/2019/12/YUK-BUKA-KELAS-DI-SEKOLAHMU-4.png,https://www.sekolah.mu/wp-content/uploads/2019/12/YUK-BUKA-KELAS-DI-SEKOLAHMU-4.png,"Pelajari karakteristik kurikulum Sekolahmu dan jadilah bagian dari ekosistem pendidikan masa depan di Indonesia dengan membuka kelas di Sekolahmu.
",,5.00,[],"[{'id': 2713, 'tag': 'Guru', 'title': 'Guru'}]","
<p>Pelajari cara menjadi Guru Merdeka Berkarya bersama Sekolahmu  dan jadilah bagian dari ekosistem pendidikan masa depan di Indonesia </p>



<h2><strong>Tujuan Program</strong></h2>



<p>Peserta mempelajari tahapan untuk bisa berkarya sebagai pendidik bersama Sekolahmu. Dimulai dari merumuskan program belajar apa yang akan dibuat di platform Sekolah<strong>mu</strong>.</p>



<h2>Peruntukan Program</h2>



<ul><li>Guru</li><li>pelatih</li><li>instruktur</li><li>praktisi</li><li>ahli</li><li>akademisi</li><li>masyarakat umum yang ingin membuka kelas di sekolahmu</li></ul>



<h2>Prasyarat mengikuti kelas</h2>



<p>Tidak ada kelas prasyarat untuk mengikuti kelas ini.</p>



<h2>Durasi program</h2>



<p>300 menit (5 jam)<br>Dengan waktu pengerjaan yang fleksibel (tidak harus setiap hari)</p>



<h2>Materi Belajar</h2>



<ol><li>Mengapa penting menjadi guru yang berkarya dengan membuat program pendidikan?</li><li>Apa yang harus dilakukan jika ingin menjadi guru yang berkarya? </li></ol>
",0.00,0.00,True,,"[{'id': 30, 'tag': 'Guru', 'title': 'Guru'}]",kelasmu-menjadi-guru-merdeka-berkarya-bersama-sekolahmu,,0,0,False,
73,2,KELASMU,1,Desain Pengajaran Abad ke-21 – Sekolahmu,https://www.sekolah.mu/wp-content/uploads/2020/01/Web-Cover-Template-08.jpg,https://www.sekolah.mu/wp-content/uploads/2020/01/Web-Cover-Template-08.jpg,"Merancang pengajaran menggunakan pendekatan blended learning (pengajaran terpadu) tidak berarti membuat semua konten pengajaran.
",,0.00,[],"[{'id': 2703, 'tag': 'Guru', 'title': 'Guru'}]","
<p>Merancang pengajaran menggunakan pendekatan blended learning (pengajaran terpadu) tidak berarti membuat semua konten pengajaran di kelas konvensional menjadi digital. Diperlukan rancangan khusus untuk memastikan murid merasakan pengalaman belajar yang bermakna dan tentunya dapat mencapai tujuan pengajaran.</p>



<p>Program ini dikhususkan untuk membantu guru dalam merancang program pengajaran Abad ke-21 dengan pendekatan strategi pengajaran terpadu (blended learning)</p>



<h2 class=""has-text-color"" style=""color:#1e73be"">Deskripsi Program</h2>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><tbody><tr><td><strong>Mata Pelajaran</strong></td><td>Pengembangan Guru</td></tr><tr><td><strong>Tingkatan Kelas</strong></td><td>Umum </td></tr><tr><td><strong>Durasi</strong></td><td>10 jam belajar</td></tr></tbody></table></figure>



<figure class=""wp-block-table""><table class=""has-subtle-pale-blue-background-color has-background""><thead><tr><th><strong>Kompetensi</strong></th><th class=""has-text-align-center"" data-align=""center""><strong>Tujuan Pembelajaran</strong></th></tr></thead><tbody><tr><td>Cerdas</td><td class=""has-text-align-center"" data-align=""center"">Merancang pengajaran menggunakan pendekatan blended learning di platform Sekolahmu</td></tr><tr><td>Cerdas</td><td class=""has-text-align-center"" data-align=""center"">Merancang program pengajaran berbasiskan kompetensi</td></tr></tbody></table></figure>



<p></p>
",0.00,0.00,True,,"[{'id': 24, 'tag': 'Guru', 'title': 'Guru'}]",kelasmu-desain-pengajaran-abad-ke-21-sekolahmu,,0,0,False,
1076,4,PRAKERJA,1,Sukses Mudah Interview Kerja,https://d33sow78tsfzyk.cloudfront.net/upload/c2155b4e38734ce183454346763ddfd6.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/23070a91a20640ee9d6ed10c4e632046.jpg,Job interview dilaksanakan  sesuai kebijakan dan prosedur perekrutan masing-masing perusahaan sehingga harus benar-benar dipersiapkan.,,5.00,"[{'id': 768, 'subject_id': 124, 'subject_name': 'Soft Skills'}, {'id': 769, 'subject_id': 126, 'subject_name': 'Media & Komunikasi'}]","[{'id': 3805, 'tag': 'Tips wawancara', 'title': 'Tips wawancara'}, {'id': 3806, 'tag': 'Sukses wawancara', 'title': 'Sukses wawancara'}, {'id': 3807, 'tag': 'Wawancara kerja', 'title': 'Wawancara kerja'}, {'id': 4271, 'tag': 'Interview kerja', 'title': 'Interview kerja'}, {'id': 4402, 'tag': 'Fresh Graduate', 'title': 'Fresh Graduate'}, {'id': 4704, 'tag': 'featured', 'title': 'featured'}]","<p>Mempersiapkan diri dalam bersikap, berucap dan bertindak dalam sesi wawancara kerja merupakan momok bagi sebagian orang. Beberapa yang lain mampu mengatasinya secara alami, beberapa yang lain membutuhkan persiapan yang lebih lengkap. Untuk merekalah, program ini diperuntukkan.</p>",250000.00,150000.00,True,inter0010007000202147499,"[{'id': 1074, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 1075, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}]",sukses-Interview-kerja-2,False,40,4,False,Sekolah.mu
682,4,PRAKERJA,1,Menambah Penghasilan dengan Menjadi Guru Online,https://d33sow78tsfzyk.cloudfront.net/upload/b2930c8536c0412cb2363547493a76a9.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/02bb009d803742a6b2a01dc2fde28848.jpg,"Di kelas ini, guru akan dipandu untuk mendapatkan penghasilan tambahan melalui kanal  daring sesuai dengan kapasitas dirinya masing-masing.",,,"[{'id': 422, 'subject_id': 123, 'subject_name': 'Pendidikan & Pelatihan'}, {'id': 512, 'subject_id': 99, 'subject_name': 'Bisnis Manajemen'}]","[{'id': 3372, 'tag': 'guru honorer', 'title': 'guru honorer'}, {'id': 3373, 'tag': 'guru online', 'title': 'guru online'}, {'id': 3374, 'tag': 'penghasilan tambahan', 'title': 'penghasilan tambahan'}, {'id': 3478, 'tag': 'featured', 'title': 'featured'}, {'id': 3664, 'tag': 'Digital & Teknologi', 'title': 'Digital & Teknologi'}, {'id': 3665, 'tag': ""Dakwah dan Da'i"", 'title': ""Dakwah dan Da'i""}, {'id': 3666, 'tag': 'Guru & Instruktur Lepasan', 'title': 'Guru & Instruktur Lepasan'}]","<p>Dengan berkembangnya era industri informasi dan telekomunikasi, kini &nbsp;guru memiliki peluang tidak terbatas untuk mendapatkan penghasilan tambahan melalui kanal &nbsp;daring. Di kelas ini kita akan belajar langkah-langkah praktis yang bisa kita lakukan untuk mendapatkan penghasilan.</p>",400000.00,200000.00,True,menam0010007000694149439,"[{'id': 701, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 702, 'tag': 'Guru', 'title': 'Guru'}]",menambah-penghasilan-dengan-menjadi-guru-online,True,0,0,False,sekolahmu
625,4,PRAKERJA,1,JUARA BICARA Bersama Zivanna Letisha,https://d33sow78tsfzyk.cloudfront.net/upload/b705669961dc4313bfd182c73769d97a.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/04ab2243f25447fe98670b305673b87c.jpg,"Program ini akan melatih anda untuk memiliki kemampuan berbicara (komunikasi) yang baik, untuk keberhasilan di dunia kerja.",,,"[{'id': 334, 'subject_id': 126, 'subject_name': 'Media & Komunikasi'}, {'id': 598, 'subject_id': 124, 'subject_name': 'Soft Skills'}]","[{'id': 3370, 'tag': 'Pendidikan & Pelatihan', 'title': 'Pendidikan & Pelatihan'}, {'id': 3371, 'tag': 'Soft Skill', 'title': 'Soft Skill'}, {'id': 3403, 'tag': 'featured', 'title': 'featured'}, {'id': 3607, 'tag': 'Fresh Graduate', 'title': 'Fresh Graduate'}, {'id': 3608, 'tag': 'Tour Guide dan Pariwisata', 'title': 'Tour Guide dan Pariwisata'}, {'id': 3609, 'tag': 'Transportasi Online', 'title': 'Transportasi Online'}, {'id': 3610, 'tag': 'Guru & Instruktur Lepasan', 'title': 'Guru & Instruktur Lepasan'}]","<p>Program ini akan dilaksanan dengan cara berinteraksi langsung dengan Zivanna Letisha secara Online melalui Aplikasi ZOOM Meeting. Jadi selain mendengarkan materi, anda juga bisa melakukan tanya jawab langsung dengan Zivanna Letisha. Di program ini kita akan belajar mengenai hal-hal yang dibutuhkan agar bisa mempunyai kemampuan berbicara/berkomunikasi dalam dunia profesional.</p>",600000.00,300000.00,True,juara0010073000695149446,"[{'id': 536, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 537, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 538, 'tag': 'Profesional', 'title': 'Profesional'}, {'id': 539, 'tag': 'Murid', 'title': 'Murid'}]",juara-bicara-bagin-1-cara-juara-membangun-rasa-percaya-diri,False,50,45,False,Sekolah.mu X Kita Juara
623,4,PRAKERJA,1,Kewirausahaan - Menyusun Rencana Bisnis,https://d33sow78tsfzyk.cloudfront.net/upload/b05c237e26b14ceaa80343bb049075fd.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/45a0dfb009f4436188bc6de8b42fe864.jpg,Program ini memberikan wawasan dan latihan untuk menyusun rencana bisnis usaha kecil dan menengah secara komprehensif.,,,"[{'id': 331, 'subject_id': 99, 'subject_name': 'Bisnis Manajemen'}]","[{'id': 4292, 'tag': 'kewirausahaan', 'title': 'kewirausahaan'}, {'id': 4293, 'tag': 'rencana bisnis', 'title': 'rencana bisnis'}, {'id': 4294, 'tag': 'pemasaran', 'title': 'pemasaran'}, {'id': 4295, 'tag': 'keuangan', 'title': 'keuangan'}, {'id': 4296, 'tag': 'ide bisnis', 'title': 'ide bisnis'}, {'id': 4508, 'tag': 'Digital & Teknologi', 'title': 'Digital & Teknologi'}, {'id': 4509, 'tag': ""Dakwah dan Da'i"", 'title': ""Dakwah dan Da'i""}, {'id': 4510, 'tag': 'Bisnis Rumahan', 'title': 'Bisnis Rumahan'}, {'id': 4511, 'tag': 'Guru & Instruktur Lepasan', 'title': 'Guru & Instruktur Lepasan'}, {'id': 4705, 'tag': 'featured', 'title': 'featured'}]","<p>Program ini didesain untuk meningkatkan kemampuan dan memberikan pola pikir berwirausaha bagi peserta dengan meningkatkan keterampilan dan perilaku wirausaha melalui penemuan dan presentasi ide kreatif dan inovasi berwirausaha, penyusunan ide berwirausaha, perencanaan dan pengorganisasian berwirausaha, pelaksanaan dan pengendalian berwirausaha, serta monitoring dan tindak lanjut dalam berwirausaha.</p>",1000000.00,300000.00,True,kewir0010119000668149335,"[{'id': 530, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 531, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 532, 'tag': 'Profesional', 'title': 'Profesional'}]",kewirausahaan-penyusunan-rencana-bisnis,False,0,0,False,Sekolah Vokasi UGM
620,4,PRAKERJA,1,Manajemen Warung Kopi,https://d33sow78tsfzyk.cloudfront.net/upload/20124b79f74d4f6dacf64987f766f93c.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/1cabb0e73db34a418320beaf7e77d062.jpg,Cita-cita mempunyai warung kopi sendiri? Ikuti kelas ini untuk mendapat berbagai tips manajemen warung kopi impianmu. ,,,"[{'id': 326, 'subject_id': 98, 'subject_name': 'Bisnis Layanan'}, {'id': 327, 'subject_id': 99, 'subject_name': 'Bisnis Manajemen'}]","[{'id': 3169, 'tag': 'kopi', 'title': 'kopi'}, {'id': 3170, 'tag': 'warung', 'title': 'warung'}, {'id': 3171, 'tag': 'cafe', 'title': 'cafe'}, {'id': 3172, 'tag': 'kafe', 'title': 'kafe'}, {'id': 3173, 'tag': 'usaha', 'title': 'usaha'}, {'id': 3174, 'tag': 'bisnis', 'title': 'bisnis'}, {'id': 3175, 'tag': 'manajemen', 'title': 'manajemen'}, {'id': 3407, 'tag': 'featured', 'title': 'featured'}, {'id': 3490, 'tag': 'Hotel & Restoran', 'title': 'Hotel & Restoran'}, {'id': 3491, 'tag': 'Tour Guide dan Pariwisata', 'title': 'Tour Guide dan Pariwisata'}, {'id': 3492, 'tag': 'Transportasi Online', 'title': 'Transportasi Online'}, {'id': 3493, 'tag': 'Bisnis Rumahan', 'title': 'Bisnis Rumahan'}]","<p>Bisnis kedai kopi sekarang sedang sangat meningkat pesat di Indonesia, dan dengan itu akan ada lebih banyak peluang pekerjaan untuk manajemen warung kopi. Di program ini, anda akan diajar langsung oleh CEO kafe Gordi (sebuah kafe sukses di daerah Jakarta Selatan) mengenai keterampilan yang diperlukan pengusaha kopi handal.</p>",299000.00,200000.00,True,manaj0010007000036146997,"[{'id': 521, 'tag': 'Murid', 'title': 'Murid'}, {'id': 522, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 523, 'tag': 'Profesional', 'title': 'Profesional'}, {'id': 524, 'tag': 'Prakerja', 'title': 'Prakerja'}]",manajemen-warung-kopi,False,0,0,False,Sekolah.mu x Gordi
615,4,PRAKERJA,1,Belajar Programming: Intro to Website,https://d33sow78tsfzyk.cloudfront.net/upload/0f34a229f7bf4240bb262ef60c6b4330.jpg,https://d33sow78tsfzyk.cloudfront.net/upload/e95f8078b0374d508122066d29fb4073.jpg,Program ini mengajakmu berkenalan dengan dunia programming dan membuat website sederhana dengan cara yang menyenangkan! ,,,"[{'id': 310, 'subject_id': 120, 'subject_name': 'Teknologi (IT)'}, {'id': 311, 'subject_id': 122, 'subject_name': 'Digital & Teknologi'}]","[{'id': 3147, 'tag': 'prakerja', 'title': 'prakerja'}, {'id': 3148, 'tag': 'teknologi', 'title': 'teknologi'}, {'id': 3149, 'tag': 'website', 'title': 'website'}, {'id': 3150, 'tag': 'coding', 'title': 'coding'}, {'id': 3151, 'tag': 'programming', 'title': 'programming'}, {'id': 3323, 'tag': 'Digital & Teknologi', 'title': 'Digital & Teknologi'}, {'id': 3387, 'tag': 'programming', 'title': 'programming'}, {'id': 3388, 'tag': 'coding', 'title': 'coding'}, {'id': 3389, 'tag': 'membuat website', 'title': 'membuat website'}, {'id': 3413, 'tag': 'featured', 'title': 'featured'}, {'id': 3559, 'tag': 'Fresh Graduate', 'title': 'Fresh Graduate'}, {'id': 3560, 'tag': 'Bisnis Rumahan', 'title': 'Bisnis Rumahan'}, {'id': 3561, 'tag': 'Guru & Instruktur Lepasan', 'title': 'Guru & Instruktur Lepasan'}]","<p>Untuk peserta yang belum pernah belajar programming sebelumnya, dapat memulai dari program ini dulu, di mana peserta dapat mengenal dunia pemrograman komputer diawali dengan belajar membuat website dengan cara yang mudah dan menyenangkan dengan dipandu oleh Coach Clevio yang berpengalaman mengajar dengan metode coaching. Di akhir program peserta sudah memiliki tools yang dibutuhkan untuk membuat website sederhana, dan diharapkan memiliki kepercayaan diri lebih untuk mendalami dunia pemrograman komputer, hingga mengembangkan karirnya dengan keahlian teknologi digital.&nbsp;</p>",0.00,600000.00,True,belaj0010031000209147517,"[{'id': 510, 'tag': 'Prakerja', 'title': 'Prakerja'}, {'id': 511, 'tag': 'Profesional', 'title': 'Profesional'}, {'id': 512, 'tag': 'Murid', 'title': 'Murid'}, {'id': 513, 'tag': 'Mahasiswa', 'title': 'Mahasiswa'}, {'id': 514, 'tag': 'Orangtua', 'title': 'Orangtua'}, {'id': 515, 'tag': 'Mitra', 'title': 'Mitra'}]",belajar-programming-intro-to-website,True,0,0,False,Clevio Coder Camp
